A_changes,B_drives,"corr(dA/dt, B)",best_lag,effect_type,corr_pair_with_CCI,corr_pair_with_Openness,corr_pair_with_Coherence,corr_pair_with_NegEntropy
Curiosity,Entropy,0.8878354025901307,-10,catalytic (lag=-10),-0.2755149988714052,-0.35407168498261565,-0.45377127670560113,-0.9950643104684895
Anger,Agape,-0.919833560251247,-20,catalytic (lag=-20),0.6022804931889784,-0.9664690095088593,-0.9855574555393483,-0.6457297397735111
Anger,Eros,-0.9986544350678758,-20,catalytic (lag=-20),0.21302834450856548,-0.7644633282090816,-0.8351436782032324,-0.903544580031578
Anger,Philia,-0.8900572072158757,20,catalytic (lag=20),0.442494665869576,-0.9010157258856557,-0.9388144712136907,-0.7784654357197545
Anger,Pragma,-0.7967065639392545,-20,catalytic (lag=-20),0.4040654589053738,-0.881851557975164,-0.9245648226185682,-0.8038397602992792
Anger,Storge,-0.9915797418131752,20,catalytic (lag=20),0.4031951280400715,-0.8779354237674141,-0.925258252273964,-0.8048283249696753
Anger,Ludus,0.9986544350678767,-20,catalytic (lag=-20),0.13350354480949062,-0.7114174486929732,-0.789812086902259,-0.9338008543381149
Anger,Joy,0.9834409207237895,10,catalytic (lag=10),0.09097996908707207,-0.684164863851881,-0.7567051345037127,-0.9441476131302826
Anger,Gratitude,0.91273424504597,20,catalytic (lag=20),0.2215170230815039,0.4329345816219328,0.5410607003042075,0.9684564790280823
Anger,Curiosity,0.9254702238552218,-20,catalytic (lag=-20),0.012141447121970779,-0.6231951074524029,-0.7059001948444632,-0.9689818472248216
Anger,Anger,-0.9986544350678764,-20,catalytic (lag=-20),0.2714224762065818,-0.8006983223619725,-0.8653155347070797,-0.8770310281404801
Anger,Fear,-0.9203321807407111,-20,catalytic (lag=-20),0.6304733673736641,-0.9695362886775342,-0.993280649572776,-0.6038729041767811
Anger,Sadness,0.8870795743320136,-20,catalytic (lag=-20),0.8643791719091711,-0.7456654738042876,-0.6877271233347636,-0.04665389271560434
Anger,Awe,0.9677625443620032,15,catalytic (lag=15),0.20613496188694683,-0.7358588099044988,-0.7725915945988617,-0.8484130154713525
Anger,Compassion,0.9022950992473255,20,catalytic (lag=20),0.2782219036745149,0.3793871096451299,0.4905838398989557,0.9600849971257588
Anger,Hope,0.9948449177568944,20,catalytic (lag=20),0.11862965345658263,-0.6984651254483484,-0.7597992041780371,-0.9157657729094653
Anger,Openness,0.8049830950938338,-20,catalytic (lag=-20),-0.3274021690096337,-0.3054446374320361,-0.4242247405044996,-0.9742134579186271
Anger,Coherence,0.8572074308986519,-20,catalytic (lag=-20),-0.894583900169227,0.5009638969927399,0.3999468909367647,-0.5476689413838248
Anger,Entropy,-0.9444111377915801,20,catalytic (lag=20),0.005569999797167303,-0.6023802410249036,-0.6896762921042078,-0.9754685200711429
Fear,Agape,-0.990816845517445,-20,catalytic (lag=-20),0.7209081769922535,-0.9948736107757669,-0.9901307866103343,-0.5091776393123941
Fear,Eros,-0.9125789850172439,-8,catalytic (lag=-8),0.6036602808986542,-0.9579043873573554,-0.9879222687846859,-0.6260738230392295
Fear,Philia,-0.9634153243248099,-20,catalytic (lag=-20),0.6589288259778264,-0.9818059139451393,-0.9955211545807738,-0.5827279918299499
Fear,Pragma,-0.9331868661574276,-20,catalytic (lag=-20),0.6459070434011227,-0.9772418683455526,-0.9946740238909468,-0.5949560961204939
Fear,Storge,-0.9638169045384593,-17,catalytic (lag=-17),0.661403194780911,-0.9818725807087789,-0.9964286478606996,-0.5777612170522533
Fear,Ludus,0.9125789850172444,-8,catalytic (lag=-8),0.5813091921240998,-0.9471400145488009,-0.9821246141160718,-0.6428524168813273
Fear,Joy,0.9695880508228245,-1,catalytic (lag=-1),0.5861876856011956,-0.9512768938117173,-0.983521380049899,-0.6437945790589632
Fear,Gratitude,0.7782053596486473,20,catalytic (lag=20),0.540607441394524,-0.9299489866846296,-0.9698103105689092,-0.680702477073873
Fear,Curiosity,0.9869209705084852,-11,catalytic (lag=-11),0.5760767621526969,-0.9455273681175461,-0.9806566991033164,-0.6493321065130472
Fear,Anger,-0.9125789850172451,-8,catalytic (lag=-8),0.6304733673736641,-0.9695362886775342,-0.993280649572776,-0.6038729041767811
Fear,Fear,-0.9990815911449527,-20,catalytic (lag=-20),0.7291251583630699,-0.994215093468221,-0.9910105767722148,-0.4915983415219349
Fear,Sadness,0.7382897681883814,20,catalytic (lag=20),0.5778911645885939,-0.9466557488441658,-0.9813657875870099,-0.6482445031213644
Fear,Awe,0.9892285650589634,5,catalytic (lag=5),0.6168019547332473,-0.9672557599314998,-0.9890620208006388,-0.6259128581209066
Fear,Compassion,0.7650271046814973,20,catalytic (lag=20),0.5534838027877745,-0.9369009112900235,-0.9740928997321435,-0.6722571491527481
Fear,Hope,0.9517394294278362,6,catalytic (lag=6),0.5895607653064404,-0.9536519139979467,-0.9843489894909544,-0.643170577349414
Fear,Openness,0.9565702330434844,-20,catalytic (lag=-20),0.49902703164131784,-0.8964166735975814,-0.9503379007985754,-0.684218872993285
Fear,Coherence,0.9860133154769609,-20,catalytic (lag=-20),0.33821056270085736,-0.7800594025036025,-0.859700811841697,-0.742569288469818
Fear,Entropy,-0.8580178236771862,20,catalytic (lag=20),0.5874405710249909,-0.9482886705898856,-0.9832051393588432,-0.6344139962867947
Sadness,Agape,-0.6877186974966589,20,catalytic (lag=20),0.7423797615559723,-0.989799839998708,-0.9878844306095749,-0.4960992924652192
Sadness,Eros,-0.8904575077157251,0,destructive (-),0.3076248319815544,0.3462727998498042,0.4540570919851677,0.9288106118189448
Sadness,Philia,-0.6982382265563768,20,catalytic (lag=20),0.6347156530369066,-0.01908857250928007,0.10555292237914728,0.8303286722585647
Sadness,Pragma,-0.571789205333465,20,catalytic (lag=20),0.48761024665403013,0.15981961747951934,0.2803119152665009,0.9042991522840267
Sadness,Storge,-0.8150840676247982,20,catalytic (lag=20),0.9318354679993918,-0.8389737506389991,-0.7779330082697464,-0.053411137867562415
Sadness,Ludus,0.8904575077157258,0,constructive (+),0.20815736595724013,0.44378376391601504,0.546568823032911,0.9522704551713317
Sadness,Joy,0.7935814660924846,-20,catalytic (lag=-20),0.17664613414800734,0.4735792273756623,0.5775736324554315,0.96432780524673
Sadness,Gratitude,0.9692393421338084,6,catalytic (lag=6),0.2854664457793135,0.36622690048184997,0.4714228958659199,0.9247720930666414
Sadness,Curiosity,0.5928613320341051,-20,catalytic (lag=-20),0.13668716643003764,0.5089183457012493,0.6104227998829557,0.959762517719364
Sadness,Anger,-0.8904575077157254,0,destructive (-),0.8643791719091711,-0.7456654738042876,-0.6877271233347636,-0.04665389271560434
Sadness,Fear,-0.6570496355001224,0,destructive (-),0.5778911645885939,-0.9466557488441658,-0.9813657875870099,-0.6482445031213644
Sadness,Sadness,0.9743815209324049,14,catalytic (lag=14),0.2913899426218147,0.35832927472014486,0.46342529576273156,0.9137409300609015
Sadness,Awe,0.7436983998689605,-20,catalytic (lag=-20),0.19777901906148307,0.4531118211432958,0.5625893303919548,0.9693159330783694
Sadness,Compassion,0.9705771959984076,8,catalytic (lag=8),0.2967905374464358,0.3541093902914585,0.45963565227255193,0.9191081904511903
Sadness,Hope,0.8406611436597435,-20,catalytic (lag=-20),0.18482109673634622,0.4660259529344846,0.5707232452753439,0.967516811728157
Sadness,Openness,0.5071844959259013,0,constructive (+),0.021521851060340585,0.6036364367380039,0.6918408511604595,0.9359427654500401
Sadness,Coherence,0.5968740234488419,0,constructive (+),-0.10246054037253848,0.6984251179555943,0.7811995241902276,0.9058891134749255
Sadness,Entropy,-0.9693051388919447,-20,catalytic (lag=-20),-0.30648126025427147,-0.32787876257007464,-0.42959765490364343,-0.9875608791946588
Awe,Agape,-0.7636652836452802,20,catalytic (lag=20),0.6588241363622749,-0.9812592570519405,-0.9823640817733355,-0.587956602166151
Awe,Eros,0.6538035788656484,-20,catalytic (lag=-20),0.10351984072861518,0.2518938375676374,0.36549225793107876,0.6014933740837082
Awe,Philia,-0.8043676096544277,6,catalytic (lag=6),0.7740852973947052,-0.633866368788093,-0.5234026022694357,0.16345070486525645
Awe,Pragma,-0.8963595397982681,15,catalytic (lag=15),0.6029733642415592,-0.24451490218089944,-0.11112735970934806,0.5372546686291937
Awe,Storge,-0.5397700123389672,20,catalytic (lag=20),0.5176862688268951,-0.9155496561571134,-0.9205693418200392,-0.6887564513626979
Awe,Ludus,-0.6538035788656479,-20,catalytic (lag=-20),-0.043590060019519275,0.5899044054507804,0.6899530588709409,0.8975282971810501
Awe,Joy,-0.7737455725809843,-20,catalytic (lag=-20),-0.0728734254014666,0.6026686764886715,0.6991099330835933,0.8820296932309881
Awe,Gratitude,-0.7242710664714158,-20,catalytic (lag=-20),0.1944219238251479,0.4567436299865047,0.5618756622205229,0.9755890143820769
Awe,Curiosity,0.7860918061320642,20,catalytic (lag=20),-0.18454108637908492,0.6609427095126454,0.7478900558482273,0.8144633353720332
Awe,Anger,0.653803578865647,-20,catalytic (lag=-20),0.20613496188694683,-0.7358588099044988,-0.7725915945988617,-0.8484130154713525
Awe,Fear,-0.8239101929571319,20,catalytic (lag=20),0.6168019547332473,-0.9672557599314998,-0.9890620208006388,-0.6259128581209066
Awe,Sadness,-0.7105594853706181,-20,catalytic (lag=-20),0.19777901906148307,0.4531118211432958,0.5625893303919548,0.9693159330783694
Awe,Awe,-0.9066218379142983,-20,catalytic (lag=-20),-0.004105714907806886,0.5301737254400071,0.6343334345629689,0.8704274854749138
Awe,Compassion,-0.722278501511185,-20,catalytic (lag=-20),0.21387924747089906,0.4394306073211886,0.5457234020028465,0.9725248454980082
Awe,Hope,-0.8093171275067538,-20,catalytic (lag=-20),-0.02925746737884588,0.5840150660539131,0.6824092784086371,0.9129371032710352
Awe,Openness,0.9616266467742507,20,catalytic (lag=20),-0.4008855845665509,0.8411462759113404,0.8989701226867507,0.7679875755511407
Awe,Coherence,0.9173428569063607,20,catalytic (lag=20),-0.482340710785875,0.8999944691444804,0.949964562955397,0.7247447356062511
Awe,Entropy,0.7655338501706608,-20,catalytic (lag=-20),-0.2516193743857538,-0.37281794879390334,-0.46319529459371533,-0.9856932197206281
Compassion,Agape,-0.7998357895486217,20,catalytic (lag=20),0.9740898686932953,-0.8546992102270312,-0.7864228740444206,0.025167961608107473
Compassion,Eros,-0.9507847026944832,0,destructive (-),0.2279145540172315,0.4263321532781232,0.5316081237924519,0.9629651240490456
Compassion,Philia,-0.8061558160432818,20,catalytic (lag=20),0.33837020817120383,0.31967151372385866,0.43252721642878017,0.9531563169999487
Compassion,Pragma,-0.6862907321688746,0,destructive (-),0.29866684364685897,0.35904174446251125,0.46932418474642307,0.959432071681402
Compassion,Storge,-0.9046092038144006,20,catalytic (lag=20),0.4574656309088337,0.19276787868227166,0.3117242677395047,0.912214217022053
Compassion,Ludus,0.9507847026944843,0,constructive (+),0.21629703832432637,0.43687192378067413,0.5407436195542874,0.9631700587776219
Compassion,Joy,0.8633887882182317,-20,catalytic (lag=-20),0.20474301646147045,0.44777684293278575,0.5519609111926616,0.9692308484091711
Compassion,Gratitude,0.9669566764324764,19,catalytic (lag=19),0.3121956128350753,0.3377909339928311,0.4433814352211909,0.9151241642540424
Compassion,Curiosity,0.6942761004427063,-20,catalytic (lag=-20),0.18239365301139096,0.4681366319371369,0.5712626607735282,0.9698724697221351
Compassion,Anger,-0.9507847026944839,0,destructive (-),0.2782219036745149,0.3793871096451299,0.4905838398989557,0.9600849971257588
Compassion,Fear,-0.772295966458844,0,destructive (-),0.5534838027877745,-0.9369009112900235,-0.9740928997321435,-0.6722571491527481
Compassion,Sadness,0.96077965566665,20,catalytic (lag=20),0.2967905374464358,0.3541093902914585,0.45963565227255193,0.9191081904511903
Compassion,Awe,0.8235756940946362,17,catalytic (lag=17),0.21387924747089906,0.4394306073211886,0.5457234020028465,0.9725248454980082
Compassion,Compassion,0.9647413172379647,20,catalytic (lag=20),0.31901661721394475,0.3299833495639475,0.4356910480938079,0.9100882246654071
Compassion,Hope,0.8979620147614769,-20,catalytic (lag=-20),0.2143666256638702,0.4388866659442888,0.5435029532359124,0.9691591802073007
Compassion,Openness,0.6378134884150715,0,constructive (+),0.14047750301142833,0.5050537645733733,0.6038329513441026,0.9635973836660802
Compassion,Coherence,0.7176546006416153,0,constructive (+),0.08654076618422499,0.5516150630870301,0.6485905748806798,0.9566546650577832
Compassion,Entropy,-0.9760371873587,-20,catalytic (lag=-20),-0.485776797171473,-0.11862163872543993,-0.21827271298872705,-0.9003948297022956
Hope,Agape,-0.649523984928876,20,catalytic (lag=20),0.6421759249452096,-0.9784306562245644,-0.9892779966983607,-0.6072243978161781
Hope,Eros,0.7525905969895293,-20,catalytic (lag=-20),-0.042513870868031295,0.5563992605774716,0.6565421000877877,0.8598011579493008
Hope,Philia,-0.6740354404592274,10,catalytic (lag=10),0.8208799058133883,-0.5161640144457234,-0.3926353869178499,0.4207244785725663
Hope,Pragma,-0.796319386268757,18,catalytic (lag=18),0.5322238053839736,-0.016322127194992226,0.11795060534954482,0.7916515047516964
Hope,Storge,0.6064312754071749,-20,catalytic (lag=-20),0.49847913659372256,-0.9232939791574388,-0.9444303252663118,-0.7300325650334252
Hope,Ludus,-0.7525905969895291,-20,catalytic (lag=-20),-0.07747233685781987,0.6506335405062285,0.7403542053208052,0.9358480984768925
Hope,Joy,-0.8340659791475391,-20,catalytic (lag=-20),-0.09460249873181346,0.6506900249731256,0.7401588505757043,0.9192493836438008
Hope,Gratitude,-0.8341426634428005,-20,catalytic (lag=-20),0.196425189214474,0.4551051373501652,0.5587408892180472,0.9725891421043383
Hope,Curiosity,0.7226418219237303,20,catalytic (lag=20),-0.20613546486427933,0.7188840247327749,0.7986368306595815,0.8671592506582304
Hope,Anger,0.7525905969895277,-20,catalytic (lag=-20),0.11862965345658263,-0.6984651254483484,-0.7597992041780371,-0.9157657729094653
Hope,Fear,-0.7238464763705601,20,catalytic (lag=20),0.5895607653064404,-0.9536519139979467,-0.9843489894909544,-0.643170577349414
Hope,Sadness,-0.8222007370345953,-20,catalytic (lag=-20),0.18482109673634622,0.4660259529344846,0.5707232452753439,0.967516811728157
Hope,Awe,-0.9313371910119514,-20,catalytic (lag=-20),-0.02925746737884588,0.5840150660539131,0.6824092784086371,0.9129371032710352
Hope,Compassion,-0.8327054594706178,-20,catalytic (lag=-20),0.2143666256638702,0.4388866659442888,0.5435029532359124,0.9691591802073007
Hope,Hope,-0.8765388034983348,-20,catalytic (lag=-20),-0.04474441676206309,0.6189021547017627,0.7117240689645739,0.9392502292019479
Hope,Openness,0.9198162454222434,20,catalytic (lag=20),-0.38810455622432755,0.8566171829105815,0.9108246242368094,0.8046455683083518
Hope,Coherence,0.8326111602514452,20,catalytic (lag=20),-0.4561308416812314,0.8975605840528973,0.9484298281881314,0.7551110255579879
Hope,Entropy,0.8723392504462977,-20,catalytic (lag=-20),-0.2925499019883002,-0.33700964538441297,-0.4345244068573043,-0.9878102539905542
Openness,Agape,0.997686364098019,-2,catalytic (lag=-2),0.47925570217284263,-0.9034956687789096,-0.9524466233323484,-0.7298710236065098
Openness,Eros,0.8794125678240414,20,catalytic (lag=20),-0.9833091114948816,0.7977529425385992,0.7075340114767265,-0.1872702151643787
Openness,Philia,0.9991938431390236,-20,catalytic (lag=-20),-0.1696344051146976,-0.46141888134394476,-0.5782440508522264,-0.9706203746415977
Openness,Pragma,0.9924035924895309,-20,catalytic (lag=-20),-0.9048129475467328,0.9463956044130968,0.8948795647640252,0.1970922258205285
Openness,Storge,0.9588547744578995,0,constructive (+),0.011865780314171645,-0.6031479125092895,-0.7000361558494398,-0.9534386719616417
Openness,Ludus,-0.8794125678240419,20,catalytic (lag=20),-0.6305002741951962,0.974818590819465,0.9889643611099971,0.6197028906799809
Openness,Joy,-0.957386532398927,20,catalytic (lag=20),-0.5328558791900316,0.9266448788776772,0.9618101754748518,0.7018653031937999
Openness,Gratitude,-0.6819056521138372,20,catalytic (lag=20),0.12061423990431798,0.5222963929594215,0.6200453116912054,0.966049289817105
Openness,Curiosity,-0.9705672173021035,12,catalytic (lag=12),-0.7051556339280999,0.9770954201573778,0.9860483599692577,0.5268351148888046
Openness,Anger,0.879412567824042,20,catalytic (lag=20),-0.3274021690096337,-0.3054446374320361,-0.4242247405044996,-0.9742134579186271
Openness,Fear,0.999880521038965,6,catalytic (lag=6),0.49902703164131784,-0.8964166735975814,-0.9503379007985754,-0.684218872993285
Openness,Sadness,-0.6393207627408986,20,catalytic (lag=20),0.021521851060340585,0.6036364367380039,0.6918408511604595,0.9359427654500401
Openness,Awe,-0.9627074840581712,20,catalytic (lag=20),-0.4008855845665509,0.8411462759113404,0.8989701226867507,0.7679875755511407
Openness,Compassion,-0.6655977128141798,20,catalytic (lag=20),0.14047750301142833,0.5050537645733733,0.6038329513441026,0.9635973836660802
Openness,Hope,-0.9220742369781546,20,catalytic (lag=20),-0.38810455622432755,0.8566171829105815,0.9108246242368094,0.8046455683083518
Openness,Openness,-0.9939140082246016,-20,catalytic (lag=-20),-0.7757100675750022,0.9984798311832126,0.9894964464898368,0.44154552942285274
Openness,Coherence,-0.9953586166863302,-6,catalytic (lag=-6),-0.698632460316232,0.9830389386172234,0.9989037974429106,0.5202295527843214
Openness,Entropy,0.7236396725437958,20,catalytic (lag=20),-0.38253812539000454,-0.24301005446932078,-0.3520810623605438,-0.9794350068435691
Coherence,Agape,0.9437411659204809,-10,catalytic (lag=-10),0.1788006606141962,-0.6875337109923109,-0.7769012357567143,-0.8443769231687593
Coherence,Eros,0.8861979357669186,20,catalytic (lag=20),-0.8268597064443566,0.9853713073190878,0.9732753654187889,0.32740983466540263
Coherence,Philia,0.9249919250032042,-20,catalytic (lag=-20),-0.7847707210303533,0.9909528087608891,0.9857732826991044,0.3966471750427181
Coherence,Pragma,0.9133657046297732,-20,catalytic (lag=-20),-0.7019186377571344,0.9871076679555485,0.9994480635359773,0.5191386857801661
Coherence,Storge,0.931809660014492,0,constructive (+),-0.787711020952254,0.3398731335965265,0.22903881018766015,-0.6624855413847036
Coherence,Ludus,-0.8861979357669191,20,catalytic (lag=20),-0.6109829692998686,0.9657528464281823,0.9937914701351163,0.621195525345694
Coherence,Joy,-0.9572058955120332,20,catalytic (lag=20),-0.5553789843758447,0.9404177537624903,0.9786284576147416,0.6742200601741741
Coherence,Gratitude,-0.7049158541765509,20,catalytic (lag=20),0.070754515561852,0.5648233284366031,0.6610332985436111,0.9584056403618975
Coherence,Curiosity,-0.962685614619336,1,catalytic (lag=1),-0.6576405698253389,0.9700886181360915,0.9939224308941903,0.5687905102764396
Coherence,Anger,0.886197935766919,20,catalytic (lag=20),-0.894583900169227,0.5009638969927399,0.3999468909367647,-0.5476689413838248
Coherence,Fear,0.96403691933725,-8,catalytic (lag=-8),0.33821056270085736,-0.7800594025036025,-0.859700811841697,-0.742569288469818
Coherence,Sadness,-0.6618118891745727,20,catalytic (lag=20),-0.10246054037253848,0.6984251179555943,0.7811995241902276,0.9058891134749255
Coherence,Awe,-0.9658757716763934,20,catalytic (lag=20),-0.482340710785875,0.8999944691444804,0.949964562955397,0.7247447356062511
Coherence,Compassion,-0.6888510217890086,20,catalytic (lag=20),0.08654076618422499,0.5516150630870301,0.6485905748806798,0.9566546650577832
Coherence,Hope,-0.9348464530594669,20,catalytic (lag=20),-0.4561308416812314,0.8975605840528973,0.9484298281881314,0.7551110255579879
Coherence,Openness,-0.9319701676576294,-20,catalytic (lag=-20),-0.698632460316232,0.9830389386172234,0.9989037974429106,0.5202295527843214
Coherence,Coherence,-0.9598057445165585,-16,catalytic (lag=-16),-0.644479045751389,0.962714263594601,0.9939303253322583,0.562434971135315
Coherence,Entropy,0.7666036955166241,20,catalytic (lag=20),-0.5840828681784525,-0.0008857569226176982,-0.10810317748416001,-0.8991772655104844
Entropy,Agape,0.6883327299426494,20,catalytic (lag=20),0.4505567917450863,-0.9013278298474441,-0.9446088656401109,-0.7737817054572853
Entropy,Eros,0.6207638717358981,20,catalytic (lag=20),-0.1357267017825576,-0.48621829010482365,-0.5820235003969079,-0.9978312178407011
Entropy,Philia,0.6384909109646971,20,catalytic (lag=20),0.036842945127353435,-0.6336464218586118,-0.7137927009872234,-0.971750695566122
Entropy,Pragma,0.5402453167086331,-9,catalytic (lag=-9),-0.028192394564452942,-0.5810754486873857,-0.6661182927992496,-0.98503345391384
Entropy,Storge,0.683123292496201,20,catalytic (lag=20),0.11938353340522631,-0.6928337168256063,-0.7698632689952004,-0.9463291934052512
Entropy,Ludus,-0.6207638717358971,20,catalytic (lag=20),-0.23465240302111826,-0.3960004029107991,-0.49645996845787244,-0.9989689561432487
Entropy,Joy,-0.7512105899543813,20,catalytic (lag=20),-0.27003148465181653,-0.3602652317714879,-0.45866082215272624,-0.9940625779679512
Entropy,Gratitude,-0.3681669020131244,20,catalytic (lag=20),-0.5131987796735592,-0.08407485400407394,-0.18385370108848573,-0.8859554391899437
Entropy,Curiosity,-0.7927842218071088,17,catalytic (lag=17),-0.2755149988714052,-0.35407168498261565,-0.45377127670560113,-0.9950643104684895
Entropy,Anger,0.620763871735897,20,catalytic (lag=20),0.005569999797167303,-0.6023802410249036,-0.6896762921042078,-0.9754685200711429
Entropy,Fear,0.6735944850609892,20,catalytic (lag=20),0.5874405710249909,-0.9482886705898856,-0.9832051393588432,-0.6344139962867947
Entropy,Sadness,-0.2945856587996574,20,neutral,-0.30648126025427147,-0.32787876257007464,-0.42959765490364343,-0.9875608791946588
Entropy,Awe,-0.7667296748745005,20,catalytic (lag=20),-0.2516193743857538,-0.37281794879390334,-0.46319529459371533,-0.9856932197206281
Entropy,Compassion,-0.34698587553152926,20,catalytic (lag=20),-0.485776797171473,-0.11862163872543993,-0.21827271298872705,-0.9003948297022956
Entropy,Hope,-0.708362200762084,20,catalytic (lag=20),-0.2925499019883002,-0.33700964538441297,-0.4345244068573043,-0.9878102539905542
Entropy,Openness,-0.617424109654878,-8,catalytic (lag=-8),-0.38253812539000454,-0.24301005446932078,-0.3520810623605438,-0.9794350068435691
Entropy,Coherence,-0.5974421282338783,-5,catalytic (lag=-5),-0.5840828681784525,-0.0008857569226176982,-0.10810317748416001,-0.8991772655104844
Entropy,Entropy,0.5665602294363712,20,catalytic (lag=20),-0.06939626272657738,-0.5171359741777488,-0.6072623511031112,-0.971774742115529
