seed,epoch,cluster,CCI,Meaning,Coherence,Rc,epsilon,pca1,pca2
0,0,0,0.6319222177600319,0.9372168185841705,0.5921803486443571,0.40457775839310267,0.47805433287500126,-0.29800779622739126,1.5251239568303276
0,0,1,1.0718600007108765,0.7940474669941483,0.7202811568917444,0.25518780384130335,0.2945999277826719,-1.7186791610376098,-0.5245106389297985
0,0,2,0.3800941251148314,0.5703569447621666,0.8936424663394286,0.5965164590115657,0.5882288387065662,2.6466123426731563,-0.06359036294129153
0,0,3,0.8374212279867067,0.6346544168228788,0.4907739518488486,0.2999819492701528,0.34685437581120654,-1.2334943875817657,-0.3316446670224006
0,1,0,0.5614842365446003,0.8676426277841568,0.6190727266778128,0.34324453082053885,0.49649841883093637,-0.12268184146946814,1.1886325109036493
0,1,1,0.3025452996654942,0.4872702895664787,0.9424117337417525,0.5387795605640253,0.6061892461389505,2.92515433489368,-0.4976467710604474
0,1,2,1.0447062271387892,0.7541850823098362,0.7681517642966681,0.19830014033202334,0.34351573593576734,-1.4993928860107328,-0.7537636439853547
0,1,3,0.7960907738478855,0.585705694138286,0.52313819362539,0.24937680276521493,0.36058732530105037,-1.1148457374875966,-0.6151407020758367
0,2,0,0.6341017055254078,0.8850059636986904,0.6166984689743094,0.4104395165211563,0.5493533994692654,0.12830250017426928,1.374450549892906
0,2,1,0.3678835244004438,0.5060551287910889,0.9543271121266803,0.592651752813367,0.6521189952723014,3.152018543172811,-0.3570147737843224
0,2,2,1.1243412847246148,0.7629674401517283,0.7431998191465631,0.2934137521600853,0.38838330814891664,-1.2345611017201357,-0.5498142409325708
0,2,3,0.8653430746078469,0.6118288986572845,0.5013435601634462,0.3275197327327338,0.3979282915559305,-0.9395523684239114,-0.35979840594289414
0,3,0,0.6249729331120729,0.8705724084442279,0.6580747887072157,0.415237157998745,0.5642426786083663,0.3453211245262583,1.2657856815516686
0,3,1,1.121299955156476,0.7712274647595331,0.8014887827884757,0.2833750480301139,0.41099435069410967,-1.0505946707666758,-0.5986904724056812
0,3,2,0.36768220874913304,0.4826055889354859,0.9832858364512529,0.6098881657582726,0.6684327340804608,3.385516134772846,-0.47431126909663035
0,3,3,0.860803798451484,0.6078821646061101,0.5589687950461507,0.32339864256625206,0.4309125854924141,-0.6750125345020751,-0.43461912811782394
0,4,0,0.6055515497027603,0.9567245090135368,0.5839042839562182,0.4083562592559674,0.5776533807285333,0.06556125797623577,1.8707750419875562
0,4,1,0.8613764557458067,0.6596750783908841,0.4762937085698077,0.32289335186735635,0.39022781965834674,-1.1240135166147964,-0.09788669675818117
0,4,2,0.36877176886732,0.6290334733677196,0.9006509445453007,0.5823873948500065,0.7067788510883308,2.9565581032058863,0.43005522249530825
0,4,3,1.10001676181679,0.835036126831117,0.6983170400922804,0.28490889790375884,0.37254486582769,-1.5167370696468325,-0.1275321970283486
1,0,0,0.42236548623155806,0.4163684839244411,0.872305313844286,0.5851726756335559,0.6389956342935078,2.9299407494955987,-0.7078488374152742
1,0,1,1.0949987447676308,0.7429965243779181,0.6709588989138912,0.12881578462573084,0.3030562241813705,-2.205211145568807,-0.8307714585839558
1,0,2,0.606870096781974,0.9439634563517396,0.5526745227001806,0.37875157806432325,0.48201588403712164,-0.4385888247843699,1.6475612924748628
1,0,3,0.8269226741273177,0.5749165607896612,0.44923583739369954,0.2708991921809351,0.41749321891439134,-1.0607199766269615,-0.4066838874693001
1,1,0,0.4024080744548503,0.37826538126949977,0.9597227343480881,0.5788107046128679,0.6922833489410958,3.423961552299031,-0.9495899761524669
1,1,1,0.8041875147826189,0.5428647661158261,0.5362618563723438,0.2867419892096445,0.46393482008745274,-0.5204596202409888,-0.6013692660918699
1,1,2,0.5910218659843347,0.8988724800603201,0.6391081789452032,0.407372158278634,0.5517366108196672,0.2383757836049067,1.4467527718892423
1,1,3,1.0975320056822047,0.7285261228815286,0.7544068221424091,0.1608003049851727,0.3796320191801529,-1.588210400080734,-0.886413991047273
1,2,0,0.3933345202747953,0.4501530350348978,0.914649780010663,0.5715610268451224,0.6450534633954279,3.0051091552348237,-0.6078554018892475
1,2,1,1.059878435542676,0.7373098080730618,0.6898725935093416,0.13572665005625384,0.3594960723828184,-1.8556879874260306,-0.7325224985450777
1,2,2,0.5601125043117516,0.9479043727615238,0.6042645295387626,0.3813417334108695,0.5043630920819648,-0.13925027477823415,1.6627024053251
1,2,3,0.7886718609701165,0.5729966186463679,0.49046224286420176,0.2729886427641485,0.44019590612329157,-0.7934317579153843,-0.4076135390898533
1,3,0,0.37166627407979147,0.4003761430967289,0.8964254653992247,0.5575294991983654,0.6251784541053809,2.967997643904803,-0.8332330468109252
1,3,1,0.7918974880130708,0.5637661258954679,0.4989055472912053,0.26879264116333723,0.40230151501297895,-0.9121035159132915,-0.5538373864975958
1,3,2,1.0670777659802613,0.7512790064925898,0.7160932753676037,0.13040537422360565,0.3020261868761455,-2.0522185536775956,-0.8529441400920537
1,3,3,0.5514764183217233,0.9266387518362511,0.6000202199554453,0.3850100882120644,0.4884082677191827,-0.14042306080455938,1.555392598077682
1,4,0,0.5812271284516171,1.0415900412240657,0.5615936093242415,0.39794283661935703,0.5368488474597214,-0.2785234531568933,2.2530081446511594
1,4,1,0.43048348145219495,0.47852607829497973,0.8803304615915677,0.5562258054536633,0.7156838119763989,2.998458931879363,-0.326467702666561
1,4,2,1.087661816376242,0.8983141611080168,0.6572408275131804,0.11075395391641568,0.36315389524733194,-2.349739972207222,0.0346290033644456
1,4,3,0.8126524052909248,0.6650830031985961,0.471754269388226,0.25724232461399343,0.45805239354569294,-1.0398380298527545,0.050726227939802165
2,0,0,0.5930353635984282,0.8784451995050461,0.6020660834007444,0.34070426484553473,0.5002845328354022,-0.2388935089127007,1.2404433574922462
2,0,1,0.33564590577702674,0.5154704345620892,0.8980597029058587,0.5380238134831291,0.6324558615772408,2.7929373528872867,-0.26078347770458976
2,0,2,0.8029474085667216,0.5585773937203039,0.5525576332611952,0.2753830974626591,0.4075376445895294,-0.7465446755066204,-0.6873971188274794
2,0,3,1.0075807228124443,0.753455894271765,0.6517861083817372,0.243452155434254,0.2505876530835902,-1.8978063281630713,-0.5917523846800111
2,1,0,1.002873074479105,0.7837903171202032,0.6730356421196686,0.20266273666618298,0.24369186884795024,-2.056093035530827,-0.553602381496623
2,1,1,0.3315578439250059,0.5272640888352695,0.9141950491323887,0.5182390135249051,0.6154697976801633,2.6905481349289593,-0.2933415364125109
2,1,2,0.6064004636506771,0.8759077737562817,0.574026018602853,0.3226483334852784,0.4717286570689804,-0.49515646451255424,1.1917405920124928
2,1,3,0.8118584111486494,0.5740293397293845,0.5632179643774392,0.2280841754062826,0.40072580605986596,-0.9528510793500427,-0.7217406813332511
2,2,0,0.8169435129638891,0.5725308189062434,0.557877528118898,0.24791965240656488,0.41917584437645666,-0.8379838420395966,-0.6620179039461335
2,2,1,0.3494818025089274,0.5266234685566675,0.93945557919519,0.5614022201208364,0.6285725153013662,2.9191561732847497,-0.2920104796174284
2,2,2,0.6185012188214434,0.8600004795651925,0.591197184594584,0.3664401899062189,0.4880011755578599,-0.23540554475077477,1.15292305510822
2,2,3,1.0322865792403604,0.7815198612078351,0.6633941327451038,0.22555212972706265,0.2769885285195782,-1.9322703103512358,-0.48534592934861726
2,3,0,0.3231147358519012,0.5246509349515751,0.9515392926906789,0.5087107636858548,0.626294863511311,2.810677232499026,-0.3648824620146848
2,3,1,1.0351217889644508,0.767505315889428,0.7431812997195757,0.1912073727376911,0.23719337308137464,-1.9736535612605977,-0.847032198917603
2,3,2,0.6091817617363416,0.8826456903604087,0.6449467991375117,0.3168432496235117,0.46585143706719717,-0.3748022122912822,1.0500844647388525
2,3,3,0.810090569107151,0.5722213677443407,0.6192916958350158,0.2291406589885941,0.3941873071769586,-0.8247274190112015,-0.8589747057279041
2,4,0,0.3894192358229583,0.5171418662921625,0.8745957473910295,0.5830416714480552,0.5656732783587477,2.5480554337786314,-0.3467982372259772
2,4,1,0.8326087410849816,0.6088491846444439,0.5077269525591169,0.29152356570943017,0.3354930520634036,-1.2060712752903624,-0.516259099928708
2,4,2,1.023913390696909,0.8301339697152113,0.5991499619470408,0.26398419000124845,0.14570436394918035,-2.501398400965429,-0.32319581306567385
2,4,3,0.6245461717206896,0.9119841909331411,0.5415792275923156,0.3458139279863711,0.42695234275140276,-0.7546251827332121,1.3474626359447082
